arm,node,role,attack_start_s,t_s,trust
baseline,srv3,sybil,20,289.469,0.537100
baseline,srv3,sybil,20,290.939,0.529400
baseline,srv3,sybil,20,292.236,0.561900
baseline,srv3,sybil,20,293.635,0.560900
baseline,srv3,sybil,20,294.937,0.499600
baseline,srv3,sybil,20,296.284,0.592800
baseline,srv3,sybil,20,298.210,0.429300
baseline,srv3,sybil,20,299.644,0.575700
baseline,srv3,sybil,20,301.123,0.483400
baseline,srv3,sybil,20,302.585,0.504600
baseline,srv3,sybil,20,304.282,0.512700
baseline,srv3,sybil,20,305.711,0.168700
baseline,srv4,none,0,0.042,0.500000
baseline,srv4,none,0,1.077,0.500000
baseline,srv4,none,0,2.113,0.500000
baseline,srv4,none,0,3.146,0.500000
baseline,srv4,none,0,5.064,0.546400
baseline,srv4,none,0,6.304,0.546400
baseline,srv4,none,0,7.542,0.814400
baseline,srv4,none,0,8.781,0.814400
baseline,srv4,none,0,10.020,0.816200
baseline,srv4,none,0,11.285,0.818800
baseline,srv4,none,0,12.525,0.816900
baseline,srv4,none,0,13.765,0.818800
baseline,srv4,none,0,15.047,0.818800
baseline,srv4,none,0,16.309,0.817200
baseline,srv4,none,0,17.546,0.821400
baseline,srv4,none,0,18.786,0.817900
baseline,srv4,none,0,20.024,0.818700
baseline,srv4,none,0,21.298,0.831800
baseline,srv4,none,0,22.537,0.819100
baseline,srv4,none,0,23.798,0.828900
baseline,srv4,none,0,25.187,0.819500
baseline,srv4,none,0,26.458,0.817000
baseline,srv4,none,0,27.825,0.829700
baseline,srv4,none,0,29.148,0.819000
baseline,srv4,none,0,30.477,0.818300
baseline,srv4,none,0,31.778,0.833800
baseline,srv4,none,0,33.258,0.819100
baseline,srv4,none,0,34.553,0.821500
baseline,srv4,none,0,35.959,0.833800
baseline,srv4,none,0,37.408,0.817700
baseline,srv4,none,0,38.745,0.821300
baseline,srv4,none,0,40.130,0.834400
baseline,srv4,none,0,41.633,0.817100
baseline,srv4,none,0,42.925,0.822000
baseline,srv4,none,0,44.391,0.834300
baseline,srv4,none,0,45.694,0.818400
baseline,srv4,none,0,47.100,0.829200
baseline,srv4,none,0,48.447,0.824700
baseline,srv4,none,0,49.836,0.817500
baseline,srv4,none,0,51.353,0.821800
baseline,srv4,none,0,52.737,0.834200
baseline,srv4,none,0,54.179,0.816600
baseline,srv4,none,0,56.010,0.819100
baseline,srv4,none,0,58.013,0.820400
baseline,srv4,none,0,59.610,0.826900
baseline,srv4,none,0,61.132,0.834200
baseline,srv4,none,0,62.498,0.832300
baseline,srv4,none,0,64.046,0.821400
baseline,srv4,none,0,65.558,0.829600
baseline,srv4,none,0,67.127,0.831800
baseline,srv4,none,0,68.560,0.821600
baseline,srv4,none,0,70.204,0.827600
baseline,srv4,none,0,71.929,0.826200
baseline,srv4,none,0,73.319,0.820400
baseline,srv4,none,0,74.703,0.821200
baseline,srv4,none,0,76.509,0.825500
baseline,srv4,none,0,77.958,0.825100
baseline,srv4,none,0,79.578,0.818800
baseline,srv4,none,0,81.149,0.833100
baseline,srv4,none,0,82.716,0.824600
baseline,srv4,none,0,84.629,0.826900
baseline,srv4,none,0,86.353,0.827000
baseline,srv4,none,0,87.724,0.832300
baseline,srv4,none,0,89.089,0.827300
baseline,srv4,none,0,90.542,0.827000
baseline,srv4,none,0,92.003,0.822800
baseline,srv4,none,0,93.303,0.827100
baseline,srv4,none,0,94.716,0.826800
baseline,srv4,none,0,96.051,0.821400
baseline,srv4,none,0,97.500,0.825500
baseline,srv4,none,0,99.053,0.826200
baseline,srv4,none,0,100.369,0.822600
baseline,srv4,none,0,101.769,0.832600
baseline,srv4,none,0,103.234,0.827300
baseline,srv4,none,0,104.730,0.820700
baseline,srv4,none,0,106.334,0.822500
baseline,srv4,none,0,108.058,0.834400
baseline,srv4,none,0,109.442,0.820100
baseline,srv4,none,0,110.905,0.822000
baseline,srv4,none,0,112.333,0.834300
baseline,srv4,none,0,113.783,0.820000
baseline,srv4,none,0,115.094,0.822000
baseline,srv4,none,0,116.781,0.834300
baseline,srv4,none,0,118.402,0.831700
baseline,srv4,none,0,119.994,0.819000
baseline,srv4,none,0,121.440,0.819800
baseline,srv4,none,0,123.195,0.829600
baseline,srv4,none,0,124.687,0.829600
baseline,srv4,none,0,126.045,0.826600
baseline,srv4,none,0,127.442,0.833500
baseline,srv4,none,0,128.820,0.833000
baseline,srv4,none,0,130.103,0.827600
baseline,srv4,none,0,131.448,0.833900
baseline,srv4,none,0,132.740,0.834200
baseline,srv4,none,0,134.224,0.827400
baseline,srv4,none,0,136.060,0.818400
baseline,srv4,none,0,137.566,0.818800
baseline,srv4,none,0,139.423,0.816900
baseline,srv4,none,0,140.733,0.826100
baseline,srv4,none,0,142.213,0.820600
baseline,srv4,none,0,143.701,0.817800
baseline,srv4,none,0,145.287,0.834400
baseline,srv4,none,0,146.812,0.826500
baseline,srv4,none,0,148.297,0.820100
baseline,srv4,none,0,149.588,0.820000
baseline,srv4,none,0,150.910,0.827500
baseline,srv4,none,0,152.312,0.820300
baseline,srv4,none,0,153.939,0.820800
baseline,srv4,none,0,155.575,0.827800
baseline,srv4,none,0,157.034,0.819600
baseline,srv4,none,0,158.626,0.818100
baseline,srv4,none,0,159.952,0.829000
baseline,srv4,none,0,161.410,0.827400
baseline,srv4,none,0,162.889,0.819600
baseline,srv4,none,0,164.458,0.827000
baseline,srv4,none,0,166.229,0.820400
baseline,srv4,none,0,167.645,0.819000
baseline,srv4,none,0,169.353,0.818900
baseline,srv4,none,0,170.680,0.821600
baseline,srv4,none,0,172.413,0.821900
baseline,srv4,none,0,174.061,0.814800
baseline,srv4,none,0,175.488,0.818700
baseline,srv4,none,0,177.161,0.819600
baseline,srv4,none,0,179.049,0.820000
baseline,srv4,none,0,180.586,0.821900
baseline,srv4,none,0,182.076,0.817800
baseline,srv4,none,0,183.528,0.817300
baseline,srv4,none,0,184.960,0.821400
baseline,srv4,none,0,186.685,0.829700
baseline,srv4,none,0,188.247,0.818900
baseline,srv4,none,0,189.838,0.820900
baseline,srv4,none,0,191.177,0.819900
baseline,srv4,none,0,192.558,0.832100
baseline,srv4,none,0,193.850,0.820600
baseline,srv4,none,0,195.144,0.829200
baseline,srv4,none,0,196.796,0.834500
baseline,srv4,none,0,198.591,0.831800
baseline,srv4,none,0,200.264,0.820000
baseline,srv4,none,0,201.848,0.821200
baseline,srv4,none,0,203.381,0.828400
baseline,srv4,none,0,204.923,0.820400
baseline,srv4,none,0,206.193,0.821000
baseline,srv4,none,0,207.706,0.827400
baseline,srv4,none,0,209.052,0.834100
baseline,srv4,none,0,210.582,0.821600
baseline,srv4,none,0,211.996,0.827500
baseline,srv4,none,0,213.411,0.820400
baseline,srv4,none,0,215.367,0.833900
baseline,srv4,none,0,216.997,0.821700
baseline,srv4,none,0,218.485,0.826900
baseline,srv4,none,0,220.087,0.826700
baseline,srv4,none,0,221.456,0.832500
baseline,srv4,none,0,223.008,0.820600
baseline,srv4,none,0,224.678,0.817800
baseline,srv4,none,0,226.143,0.819500
baseline,srv4,none,0,227.568,0.834000
baseline,srv4,none,0,228.864,0.820000
baseline,srv4,none,0,230.168,0.834600
baseline,srv4,none,0,231.937,0.834100
baseline,srv4,none,0,233.413,0.819200
baseline,srv4,none,0,234.789,0.820100
baseline,srv4,none,0,236.174,0.834100
baseline,srv4,none,0,237.663,0.819900
baseline,srv4,none,0,239.003,0.819300
baseline,srv4,none,0,240.610,0.833600
baseline,srv4,none,0,242.066,0.831900
baseline,srv4,none,0,243.822,0.820200
baseline,srv4,none,0,245.221,0.829200
baseline,srv4,none,0,246.706,0.820800
baseline,srv4,none,0,248.074,0.832200
baseline,srv4,none,0,249.798,0.820200
baseline,srv4,none,0,251.100,0.827500
baseline,srv4,none,0,252.451,0.832500
baseline,srv4,none,0,254.015,0.819500
baseline,srv4,none,0,255.431,0.827700
baseline,srv4,none,0,257.072,0.821300
baseline,srv4,none,0,258.736,0.834000
baseline,srv4,none,0,260.162,0.818900
baseline,srv4,none,0,261.724,0.826600
baseline,srv4,none,0,263.030,0.833800
baseline,srv4,none,0,264.632,0.830700
baseline,srv4,none,0,265.998,0.825200
baseline,srv4,none,0,267.440,0.822200
baseline,srv4,none,0,268.827,0.832500
baseline,srv4,none,0,270.190,0.821300
baseline,srv4,none,0,271.684,0.816100
baseline,srv4,none,0,273.012,0.818600
baseline,srv4,none,0,274.412,0.826800
baseline,srv4,none,0,275.822,0.820300
baseline,srv4,none,0,277.484,0.820100
baseline,srv4,none,0,278.982,0.818500
baseline,srv4,none,0,280.374,0.826500
baseline,srv4,none,0,282.125,0.820700
baseline,srv4,none,0,283.728,0.821000
baseline,srv4,none,0,285.222,0.832900
baseline,srv4,none,0,286.562,0.796800
baseline,srv4,none,0,288.044,0.820200
baseline,srv4,none,0,289.469,0.834300
baseline,srv4,none,0,290.939,0.825400
baseline,srv4,none,0,292.236,0.820800
baseline,srv4,none,0,293.635,0.834300
baseline,srv4,none,0,294.937,0.820500
baseline,srv4,none,0,296.284,0.834300
baseline,srv4,none,0,298.210,0.830300
baseline,srv4,none,0,299.644,0.831000
baseline,srv4,none,0,301.123,0.818700
baseline,srv4,none,0,302.585,0.833000
baseline,srv4,none,0,304.282,0.832100
baseline,srv4,none,0,305.711,0.815700
baseline,srv5,none,0,0.042,0.500000
baseline,srv5,none,0,1.077,0.500000
baseline,srv5,none,0,2.113,0.500000
baseline,srv5,none,0,3.146,0.500000
baseline,srv5,none,0,5.064,0.550200
baseline,srv5,none,0,6.304,0.550200
baseline,srv5,none,0,7.542,0.813900
baseline,srv5,none,0,8.781,0.813900
baseline,srv5,none,0,10.020,0.814800
baseline,srv5,none,0,11.285,0.819200
baseline,srv5,none,0,12.525,0.817500
baseline,srv5,none,0,13.765,0.817000
baseline,srv5,none,0,15.047,0.827600
baseline,srv5,none,0,16.309,0.816900
baseline,srv5,none,0,17.546,0.820800
baseline,srv5,none,0,18.786,0.815600
baseline,srv5,none,0,20.024,0.814100
baseline,srv5,none,0,21.298,0.814100
baseline,srv5,none,0,22.537,0.816100
baseline,srv5,none,0,23.798,0.825500
baseline,srv5,none,0,25.187,0.820700
baseline,srv5,none,0,26.458,0.817600
baseline,srv5,none,0,27.825,0.827900
baseline,srv5,none,0,29.148,0.819500
baseline,srv5,none,0,30.477,0.820200
baseline,srv5,none,0,31.778,0.829100
baseline,srv5,none,0,33.258,0.820100
baseline,srv5,none,0,34.553,0.821800
baseline,srv5,none,0,35.959,0.828900
baseline,srv5,none,0,37.408,0.820100
baseline,srv5,none,0,38.745,0.821600
baseline,srv5,none,0,40.130,0.829100
baseline,srv5,none,0,41.633,0.820100
baseline,srv5,none,0,42.925,0.821900
baseline,srv5,none,0,44.391,0.807800
baseline,srv5,none,0,45.694,0.820500
baseline,srv5,none,0,47.100,0.828400
baseline,srv5,none,0,48.447,0.828800
baseline,srv5,none,0,49.836,0.820600
baseline,srv5,none,0,51.353,0.822200
baseline,srv5,none,0,52.737,0.829400
baseline,srv5,none,0,54.179,0.820300
baseline,srv5,none,0,56.010,0.819700
baseline,srv5,none,0,58.013,0.819300
baseline,srv5,none,0,59.610,0.826000
baseline,srv5,none,0,61.132,0.827600
baseline,srv5,none,0,62.498,0.819500
baseline,srv5,none,0,64.046,0.821900
baseline,srv5,none,0,65.558,0.825800
baseline,srv5,none,0,67.127,0.819200
baseline,srv5,none,0,68.560,0.813200
baseline,srv5,none,0,70.204,0.817900
baseline,srv5,none,0,71.929,0.820400
baseline,srv5,none,0,73.319,0.809600
baseline,srv5,none,0,74.703,0.819100
baseline,srv5,none,0,76.509,0.820000
baseline,srv5,none,0,77.958,0.825400
baseline,srv5,none,0,79.578,0.827000
baseline,srv5,none,0,81.149,0.818400
baseline,srv5,none,0,82.716,0.820500
baseline,srv5,none,0,84.629,0.819400
baseline,srv5,none,0,86.353,0.814700
baseline,srv5,none,0,87.724,0.819400
baseline,srv5,none,0,89.089,0.820100
baseline,srv5,none,0,90.542,0.827000
baseline,srv5,none,0,92.003,0.826600
baseline,srv5,none,0,93.303,0.818200
baseline,srv5,none,0,94.716,0.821200
baseline,srv5,none,0,96.051,0.812800
baseline,srv5,none,0,97.500,0.820600
baseline,srv5,none,0,99.053,0.817700
baseline,srv5,none,0,100.369,0.828700
baseline,srv5,none,0,101.769,0.819400
baseline,srv5,none,0,103.234,0.820100
baseline,srv5,none,0,104.730,0.819000
baseline,srv5,none,0,106.334,0.818500
baseline,srv5,none,0,108.058,0.813000
baseline,srv5,none,0,109.442,0.821900
baseline,srv5,none,0,110.905,0.816900
baseline,srv5,none,0,112.333,0.812600
baseline,srv5,none,0,113.783,0.819000
baseline,srv5,none,0,115.094,0.816300
baseline,srv5,none,0,116.781,0.817400
baseline,srv5,none,0,118.402,0.820200
baseline,srv5,none,0,119.994,0.817900
baseline,srv5,none,0,121.440,0.819400
baseline,srv5,none,0,123.195,0.813100
baseline,srv5,none,0,124.687,0.817200
baseline,srv5,none,0,126.045,0.813700
baseline,srv5,none,0,127.442,0.820000
baseline,srv5,none,0,128.820,0.819400
baseline,srv5,none,0,130.103,0.825300
baseline,srv5,none,0,131.448,0.826700
baseline,srv5,none,0,132.740,0.818900
baseline,srv5,none,0,134.224,0.817500
baseline,srv5,none,0,136.060,0.819000
baseline,srv5,none,0,137.566,0.818100
baseline,srv5,none,0,139.423,0.818600
baseline,srv5,none,0,140.733,0.817200
baseline,srv5,none,0,142.213,0.818500
baseline,srv5,none,0,143.701,0.819100
baseline,srv5,none,0,145.287,0.819200
baseline,srv5,none,0,146.812,0.826900
baseline,srv5,none,0,148.297,0.820700
baseline,srv5,none,0,149.588,0.820000
baseline,srv5,none,0,150.910,0.820500
baseline,srv5,none,0,152.312,0.821800
baseline,srv5,none,0,153.939,0.820000
baseline,srv5,none,0,155.575,0.818100
baseline,srv5,none,0,157.034,0.820500
baseline,srv5,none,0,158.626,0.817600
baseline,srv5,none,0,159.952,0.819800
baseline,srv5,none,0,161.410,0.824000
baseline,srv5,none,0,162.889,0.818700
baseline,srv5,none,0,164.458,0.818700
baseline,srv5,none,0,166.229,0.820600
baseline,srv5,none,0,167.645,0.820100
baseline,srv5,none,0,169.353,0.820100
baseline,srv5,none,0,170.680,0.818300
baseline,srv5,none,0,172.413,0.818000
baseline,srv5,none,0,174.061,0.821400
baseline,srv5,none,0,175.488,0.819200
baseline,srv5,none,0,177.161,0.824600
baseline,srv5,none,0,179.049,0.819400
baseline,srv5,none,0,180.586,0.819300
baseline,srv5,none,0,182.076,0.820400
baseline,srv5,none,0,183.528,0.825900
baseline,srv5,none,0,184.960,0.820100
baseline,srv5,none,0,186.685,0.817000
baseline,srv5,none,0,188.247,0.814000
baseline,srv5,none,0,189.838,0.817300
baseline,srv5,none,0,191.177,0.816100
baseline,srv5,none,0,192.558,0.796200
baseline,srv5,none,0,193.850,0.819800
baseline,srv5,none,0,195.144,0.820100
baseline,srv5,none,0,196.796,0.820300
baseline,srv5,none,0,198.591,0.817100
baseline,srv5,none,0,200.264,0.811000
baseline,srv5,none,0,201.848,0.820200
baseline,srv5,none,0,203.381,0.818000
baseline,srv5,none,0,204.923,0.819700
baseline,srv5,none,0,206.193,0.819700
baseline,srv5,none,0,207.706,0.820700
baseline,srv5,none,0,209.052,0.819100
baseline,srv5,none,0,210.582,0.818000
baseline,srv5,none,0,211.996,0.818700
baseline,srv5,none,0,213.411,0.819100
baseline,srv5,none,0,215.367,0.820000
baseline,srv5,none,0,216.997,0.815800
baseline,srv5,none,0,218.485,0.816100
baseline,srv5,none,0,220.087,0.817000
baseline,srv5,none,0,221.456,0.817000
baseline,srv5,none,0,223.008,0.825900
baseline,srv5,none,0,224.678,0.819200
baseline,srv5,none,0,226.143,0.823900
baseline,srv5,none,0,227.568,0.818200
baseline,srv5,none,0,228.864,0.819100
baseline,srv5,none,0,230.168,0.818800
baseline,srv5,none,0,231.937,0.818900
baseline,srv5,none,0,233.413,0.811700
baseline,srv5,none,0,234.789,0.818700
baseline,srv5,none,0,236.174,0.809100
baseline,srv5,none,0,237.663,0.813500
baseline,srv5,none,0,239.003,0.818800
baseline,srv5,none,0,240.610,0.818100
baseline,srv5,none,0,242.066,0.818100
baseline,srv5,none,0,243.822,0.820900
baseline,srv5,none,0,245.221,0.816500
baseline,srv5,none,0,246.706,0.819500
baseline,srv5,none,0,248.074,0.814800
baseline,srv5,none,0,249.798,0.819700
baseline,srv5,none,0,251.100,0.815700
baseline,srv5,none,0,252.451,0.819700
baseline,srv5,none,0,254.015,0.819800
baseline,srv5,none,0,255.431,0.827300
baseline,srv5,none,0,257.072,0.808600
baseline,srv5,none,0,258.736,0.808100
baseline,srv5,none,0,260.162,0.810300
baseline,srv5,none,0,261.724,0.819800
baseline,srv5,none,0,263.030,0.820500
baseline,srv5,none,0,264.632,0.819400
baseline,srv5,none,0,265.998,0.816800
baseline,srv5,none,0,267.440,0.815400
baseline,srv5,none,0,268.827,0.829000
baseline,srv5,none,0,270.190,0.819300
baseline,srv5,none,0,271.684,0.817700
baseline,srv5,none,0,273.012,0.813500
baseline,srv5,none,0,274.412,0.819100
baseline,srv5,none,0,275.822,0.819200
baseline,srv5,none,0,277.484,0.819200
baseline,srv5,none,0,278.982,0.819700
baseline,srv5,none,0,280.374,0.819400
baseline,srv5,none,0,282.125,0.819100
baseline,srv5,none,0,283.728,0.805500
baseline,srv5,none,0,285.222,0.812000
baseline,srv5,none,0,286.562,0.819500
baseline,srv5,none,0,288.044,0.817900
baseline,srv5,none,0,289.469,0.817200
baseline,srv5,none,0,290.939,0.825800
baseline,srv5,none,0,292.236,0.810800
baseline,srv5,none,0,293.635,0.819200
baseline,srv5,none,0,294.937,0.812500
baseline,srv5,none,0,296.284,0.817800
baseline,srv5,none,0,298.210,0.817500
baseline,srv5,none,0,299.644,0.817800
baseline,srv5,none,0,301.123,0.804000
baseline,srv5,none,0,302.585,0.813700
baseline,srv5,none,0,304.282,0.815000
baseline,srv5,none,0,305.711,0.815900
baseline,srv6,drop,30,0.042,0.500000
baseline,srv6,drop,30,1.077,0.500000
baseline,srv6,drop,30,2.113,0.500000
baseline,srv6,drop,30,3.146,0.500000
baseline,srv6,drop,30,5.064,0.548300
baseline,srv6,drop,30,6.304,0.548300
baseline,srv6,drop,30,7.542,0.812900
baseline,srv6,drop,30,8.781,0.812900
baseline,srv6,drop,30,10.020,0.813900
baseline,srv6,drop,30,11.285,0.829600
baseline,srv6,drop,30,12.525,0.815800
baseline,srv6,drop,30,13.765,0.816800
baseline,srv6,drop,30,15.047,0.829500
baseline,srv6,drop,30,16.309,0.816500
baseline,srv6,drop,30,17.546,0.824100
baseline,srv6,drop,30,18.786,0.816600
baseline,srv6,drop,30,20.024,0.817100
baseline,srv6,drop,30,21.298,0.829400
baseline,srv6,drop,30,22.537,0.817300
baseline,srv6,drop,30,23.798,0.830500
baseline,srv6,drop,30,25.187,0.797300
baseline,srv6,drop,30,26.458,0.816300
baseline,srv6,drop,30,27.825,0.830300
baseline,srv6,drop,30,29.148,0.816700
baseline,srv6,drop,30,30.477,0.828800
baseline,srv6,drop,30,31.778,0.829900
baseline,srv6,drop,30,33.258,0.816800
baseline,srv6,drop,30,34.553,0.829600
baseline,srv6,drop,30,35.959,0.829600
baseline,srv6,drop,30,37.408,0.829600
baseline,srv6,drop,30,38.745,0.143900
baseline,srv6,drop,30,40.130,0.105900
baseline,srv6,drop,30,41.633,0.105900
baseline,srv6,drop,30,42.925,0.105900
baseline,srv6,drop,30,44.391,0.000000
baseline,srv6,drop,30,45.694,0.000000
baseline,srv6,drop,30,47.100,0.000000
baseline,srv6,drop,30,48.447,0.000000
baseline,srv6,drop,30,49.836,0.000000
baseline,srv6,drop,30,51.353,0.000000
baseline,srv6,drop,30,52.737,0.000000
baseline,srv6,drop,30,54.179,0.000000
baseline,srv6,drop,30,56.010,0.000000
baseline,srv6,drop,30,58.013,0.000000
baseline,srv6,drop,30,59.610,0.000000
baseline,srv6,drop,30,61.132,0.000000
baseline,srv6,drop,30,62.498,0.000000
baseline,srv6,drop,30,64.046,0.000000
baseline,srv6,drop,30,65.558,0.000000
baseline,srv6,drop,30,67.127,0.000000
baseline,srv6,drop,30,68.560,0.000000
baseline,srv6,drop,30,70.204,0.000000
baseline,srv6,drop,30,71.929,0.000000
baseline,srv6,drop,30,73.319,0.000000
baseline,srv6,drop,30,74.703,0.000000
baseline,srv6,drop,30,76.509,0.000000
baseline,srv6,drop,30,77.958,0.000000
baseline,srv6,drop,30,79.578,0.000000
baseline,srv6,drop,30,81.149,0.000000
baseline,srv6,drop,30,82.716,0.000000
baseline,srv6,drop,30,84.629,0.000000
baseline,srv6,drop,30,86.353,0.000000
baseline,srv6,drop,30,87.724,0.000000
baseline,srv6,drop,30,89.089,0.000000
baseline,srv6,drop,30,90.542,0.000000
baseline,srv6,drop,30,92.003,0.000000
baseline,srv6,drop,30,93.303,0.000000
baseline,srv6,drop,30,94.716,0.000000
baseline,srv6,drop,30,96.051,0.000000
baseline,srv6,drop,30,97.500,0.000000
baseline,srv6,drop,30,99.053,0.000000
baseline,srv6,drop,30,100.369,0.000000
baseline,srv6,drop,30,101.769,0.000000
baseline,srv6,drop,30,103.234,0.000000
baseline,srv6,drop,30,104.730,0.000000
baseline,srv6,drop,30,106.334,0.000000
baseline,srv6,drop,30,108.058,0.000000
baseline,srv6,drop,30,109.442,0.000000
baseline,srv6,drop,30,110.905,0.000000
baseline,srv6,drop,30,112.333,0.000000
baseline,srv6,drop,30,113.783,0.000000
baseline,srv6,drop,30,115.094,0.000000
baseline,srv6,drop,30,116.781,0.000000
baseline,srv6,drop,30,118.402,0.000000
baseline,srv6,drop,30,119.994,0.000000
baseline,srv6,drop,30,121.440,0.000000
baseline,srv6,drop,30,123.195,0.000000
baseline,srv6,drop,30,124.687,0.000000
baseline,srv6,drop,30,126.045,0.000000
baseline,srv6,drop,30,127.442,0.000000
baseline,srv6,drop,30,128.820,0.000000
baseline,srv6,drop,30,130.103,0.000000
baseline,srv6,drop,30,131.448,0.000000
baseline,srv6,drop,30,132.740,0.000000
baseline,srv6,drop,30,134.224,0.000000
baseline,srv6,drop,30,136.060,0.000000
baseline,srv6,drop,30,137.566,0.000000
baseline,srv6,drop,30,139.423,0.000000
baseline,srv6,drop,30,140.733,0.000000
baseline,srv6,drop,30,142.213,0.000000
baseline,srv6,drop,30,143.701,0.000000
baseline,srv6,drop,30,145.287,0.000000
baseline,srv6,drop,30,146.812,0.000000
baseline,srv6,drop,30,148.297,0.000000
baseline,srv6,drop,30,149.588,0.000000
baseline,srv6,drop,30,150.910,0.000000
baseline,srv6,drop,30,152.312,0.000000
baseline,srv6,drop,30,153.939,0.000000
baseline,srv6,drop,30,155.575,0.000000
baseline,srv6,drop,30,157.034,0.000000
baseline,srv6,drop,30,158.626,0.000000
baseline,srv6,drop,30,159.952,0.000000
baseline,srv6,drop,30,161.410,0.000000
baseline,srv6,drop,30,162.889,0.000000
baseline,srv6,drop,30,164.458,0.000000
baseline,srv6,drop,30,166.229,0.000000
baseline,srv6,drop,30,167.645,0.000000
baseline,srv6,drop,30,169.353,0.000000
baseline,srv6,drop,30,170.680,0.000000
baseline,srv6,drop,30,172.413,0.000000
baseline,srv6,drop,30,174.061,0.000000
baseline,srv6,drop,30,175.488,0.000000
baseline,srv6,drop,30,177.161,0.000000
baseline,srv6,drop,30,179.049,0.000000
baseline,srv6,drop,30,180.586,0.000000
baseline,srv6,drop,30,182.076,0.000000
baseline,srv6,drop,30,183.528,0.000000
baseline,srv6,drop,30,184.960,0.000000
baseline,srv6,drop,30,186.685,0.000000
baseline,srv6,drop,30,188.247,0.000000
baseline,srv6,drop,30,189.838,0.000000
baseline,srv6,drop,30,191.177,0.000000
baseline,srv6,drop,30,192.558,0.000000
baseline,srv6,drop,30,193.850,0.000000
baseline,srv6,drop,30,195.144,0.000000
baseline,srv6,drop,30,196.796,0.000000
baseline,srv6,drop,30,198.591,0.000000
baseline,srv6,drop,30,200.264,0.000000
baseline,srv6,drop,30,201.848,0.000000
baseline,srv6,drop,30,203.381,0.000000
baseline,srv6,drop,30,204.923,0.000000
baseline,srv6,drop,30,206.193,0.000000
baseline,srv6,drop,30,207.706,0.000000
baseline,srv6,drop,30,209.052,0.000000
baseline,srv6,drop,30,210.582,0.000000
baseline,srv6,drop,30,211.996,0.000000
baseline,srv6,drop,30,213.411,0.000000
baseline,srv6,drop,30,215.367,0.000000
baseline,srv6,drop,30,216.997,0.000000
baseline,srv6,drop,30,218.485,0.000000
baseline,srv6,drop,30,220.087,0.000000
baseline,srv6,drop,30,221.456,0.000000
baseline,srv6,drop,30,223.008,0.000000
baseline,srv6,drop,30,224.678,0.000000
baseline,srv6,drop,30,226.143,0.000000
baseline,srv6,drop,30,227.568,0.000000
baseline,srv6,drop,30,228.864,0.000000
baseline,srv6,drop,30,230.168,0.000000
baseline,srv6,drop,30,231.937,0.000000
baseline,srv6,drop,30,233.413,0.000000
baseline,srv6,drop,30,234.789,0.000000
baseline,srv6,drop,30,236.174,0.000000
baseline,srv6,drop,30,237.663,0.000000
baseline,srv6,drop,30,239.003,0.000000
baseline,srv6,drop,30,240.610,0.000000
baseline,srv6,drop,30,242.066,0.000000
baseline,srv6,drop,30,243.822,0.000000
baseline,srv6,drop,30,245.221,0.000000
baseline,srv6,drop,30,246.706,0.000000
baseline,srv6,drop,30,248.074,0.000000
baseline,srv6,drop,30,249.798,0.000000
baseline,srv6,drop,30,251.100,0.000000
baseline,srv6,drop,30,252.451,0.000000
baseline,srv6,drop,30,254.015,0.000000
baseline,srv6,drop,30,255.431,0.000000
baseline,srv6,drop,30,257.072,0.000000
baseline,srv6,drop,30,258.736,0.000000
baseline,srv6,drop,30,260.162,0.000000
baseline,srv6,drop,30,261.724,0.000000
baseline,srv6,drop,30,263.030,0.000000
baseline,srv6,drop,30,264.632,0.000000
baseline,srv6,drop,30,265.998,0.000000
baseline,srv6,drop,30,267.440,0.000000
baseline,srv6,drop,30,268.827,0.000000
baseline,srv6,drop,30,270.190,0.000000
baseline,srv6,drop,30,271.684,0.000000
baseline,srv6,drop,30,273.012,0.000000
baseline,srv6,drop,30,274.412,0.000000
baseline,srv6,drop,30,275.822,0.000000
baseline,srv6,drop,30,277.484,0.000000
baseline,srv6,drop,30,278.982,0.000000
baseline,srv6,drop,30,280.374,0.000000
baseline,srv6,drop,30,282.125,0.000000
baseline,srv6,drop,30,283.728,0.000000
baseline,srv6,drop,30,285.222,0.000000
baseline,srv6,drop,30,286.562,0.000000
baseline,srv6,drop,30,288.044,0.000000
baseline,srv6,drop,30,289.469,0.000000
baseline,srv6,drop,30,290.939,0.000000
baseline,srv6,drop,30,292.236,0.000000
baseline,srv6,drop,30,293.635,0.000000
baseline,srv6,drop,30,294.937,0.000000
baseline,srv6,drop,30,296.284,0.000000
baseline,srv6,drop,30,298.210,0.000000
baseline,srv6,drop,30,299.644,0.000000
baseline,srv6,drop,30,301.123,0.000000
baseline,srv6,drop,30,302.585,0.000000
baseline,srv6,drop,30,304.282,0.000000
baseline,srv6,drop,30,305.711,0.000000
baseline,srv7,none,0,0.042,0.500000
baseline,srv7,none,0,1.077,0.500000
baseline,srv7,none,0,2.113,0.500000
baseline,srv7,none,0,3.146,0.500000
baseline,srv7,none,0,5.064,0.554600
baseline,srv7,none,0,6.304,0.554600
baseline,srv7,none,0,7.542,0.807600
baseline,srv7,none,0,8.781,0.807600
baseline,srv7,none,0,10.020,0.814100
baseline,srv7,none,0,11.285,0.818700
baseline,srv7,none,0,12.525,0.816500
baseline,srv7,none,0,13.765,0.816500
baseline,srv7,none,0,15.047,0.816500
baseline,srv7,none,0,16.309,0.816500
baseline,srv7,none,0,17.546,0.824300
